weighted,fx,fn,sx,sn,day_count,RSI,vgo,success,profit
-41,-12,-9,-12,-8,-13,27.58620689655173,41.47054852320675,1,38.38461538461458
-31,-7,-8,-9,-7,-9,32.0,38.98289320710845,1,21.2666666666661
-19,-7,-7,-5,0,-7,36.0,31.704035874439462,1,47.8999999999985
-8,-3,-4,-1,0,-2,45.45454545454546,38.767561552371674,1,46.96363636363721
-4,-3,-1,0,0,-4,41.66666666666667,41.030851010979184,1,27.090909090907722
-27,-7,-8,-8,-4,-8,34.61538461538461,35.954326523833245,1,50.472727272727894
-16,-4,-1,-4,-7,-3,38.46153846153846,39.75524475524475,1,25.26666666666788
-24,-4,-5,-8,-7,-3,38.46153846153846,36.57987643424537,1,5.299999999999194
-26,-4,-7,-8,-7,-3,38.46153846153846,34.582795844931766,1,8.199999999998209
-29,-5,-10,-8,-6,-8,16.666666666666657,28.62346391472605,1,12.828571428571411
-30,-8,-6,-8,-8,-8,25.0,28.999083440831015,1,10.723076923075947
-28,-8,-5,-8,-7,-8,25.0,29.897820625975964,1,15.0769230769221
-28,-8,-5,-8,-7,-9,23.529411764705884,33.60150401996118,1,13.133333333332775
-17,-5,-2,-6,-4,-6,31.25,30.604989463666644,1,16.899999999999693
-18,-5,-2,-7,-4,-6,31.25,28.81262320712392,1,29.69999999999917
-9,-4,-4,0,-1,-3,41.17647058823529,35.71504868329156,1,36.242857142858576
-7,-4,-2,0,-1,-5,36.8421052631579,38.243498623721294,1,14.5384615384625
-9,-4,-4,0,-1,-2,44.44444444444444,30.831313421798612,1,39.36153846153756
-20,-6,-7,-7,0,-8,34.61538461538461,33.89702707191496,1,54.799999999999294
-17,-9,-2,-6,0,-5,27.272727272727266,43.135285482500194,1,69.07142857142779
-35,-7,-9,-10,-9,-8,10.0,43.35800490288516,1,40.599999999999525
-38,-9,-9,-10,-10,-6,25.0,43.53059865224886,1,76.23636363636388
-30,-9,-9,-8,-4,-5,27.272727272727266,46.69134931828867,1,84.10000000000028
-25,-9,-6,-8,-2,-5,27.272727272727266,46.683535501815655,1,98.49999999999915
-38,-9,-9,-10,-10,-7,18.181818181818187,38.24931880108992,1,85.10000000000018
-20,-9,-4,-7,0,-5,27.272727272727266,45.47013829869427,1,116.39999999999873
-25,-7,-7,-5,-6,-4,30.0,37.27505892139193,1,69.38181818181732
-35,-8,-7,-12,-8,-12,20.0,42.06103077239394,1,26.200000000000667
-35,-8,-6,-13,-8,-13,15.78947368421052,38.9870468096772,1,12.788888888888295
-38,-8,-10,-12,-8,-10,22.222222222222214,44.05438283873621,1,62.18571428571407
-27,-6,-8,-8,-5,-6,36.36363636363636,38.073324804094035,1,20.93636363636353
-26,-6,-7,-8,-5,-6,36.36363636363636,40.19470654086039,1,31.490909090909902
-21,-5,-4,-7,-5,-5,38.095238095238095,44.5694066847913,1,28.29999999999888
-20,-5,-5,-6,-4,-3,43.47826086956522,48.394370702063014,1,52.99999999999861
-18,-7,-5,-4,-2,-3,43.47826086956522,49.42487605949144,1,49.199999999998134
-32,-7,-8,-7,-10,-8,30.0,37.01603230449385,1,43.199999999998795
-16,-7,-4,-4,-1,-3,43.47826086956522,50.378618263233655,1,51.49230769230684
-9,-2,-2,-3,-2,-2,25.0,27.405653574347383,1,0.09999999999843467
-41,-8,-11,-12,-10,-11,21.05263157894737,43.92407458373469,1,80.83333333333442
-8,-2,-2,-2,-2,-2,0.0,30.044334467470872,1,6.622222222221197
-39,-12,-6,-13,-8,-14,15.0,37.170687410047286,1,46.981818181817125
-37,-10,-8,-10,-9,-13,15.78947368421052,35.05123021040367,1,36.49999999999931
-9,-3,-2,-2,-2,-1,45.45454545454546,35.08748689076558,1,42.571428571427376
-11,-3,-3,-3,-2,-3,38.46153846153846,31.169312169312168,1,19.257142857143084
-13,-4,-3,-3,-3,-3,38.46153846153846,36.163100989187946,1,25.399999999999867
-22,-3,-6,-6,-7,-4,37.5,36.35527833862129,1,29.771428571427894
-14,-6,-7,-1,0,-3,39.99999999999999,43.18317173257798,1,73.49230769230886
-9,-6,-2,-1,0,-3,39.99999999999999,41.79140792388423,1,70.30769230769174
-20,-6,-8,-3,-3,-2,43.75,43.23691760177216,1,76.72727272727275
-15,-6,-7,-2,0,-2,43.75,43.97864691142826,1,86.78181818181807
-24,-4,-7,-6,-7,-2,43.75,40.744634491774704,1,72.26666666666715
-22,-5,-8,-4,-5,-2,43.75,42.602316882739586,1,106.23333333333429
-33,-6,-9,-9,-9,-7,26.66666666666667,36.290001172195524,1,42.50000000000087
-33,-7,-9,-9,-8,-10,18.75,34.574493025436645,1,37.27777777777996
-36,-9,-9,-9,-9,-10,18.75,32.964482475676945,1,12.371428571427145
-35,-8,-9,-9,-9,-8,25.0,34.76946821396476,1,46.500000000000426
-32,-9,-9,-9,-5,-8,25.0,36.115148673465406,1,69.8999999999983
-20,-8,0,-9,-3,-13,15.78947368421052,47.11249169694838,1,3.6545454545477973
-31,-9,-9,-9,-4,-12,20.0,38.23408744578596,1,34.250000000000114
-23,-6,-5,-6,-6,-5,30.769230769230774,40.71060784570406,1,35.60000000000008
-26,-6,-8,-6,-6,-7,23.07692307692308,41.59052231967535,1,23.899999999998922
-27,-9,-3,-9,-6,-13,15.78947368421052,42.64955261204235,1,45.69999999999963
-24,-6,-6,-6,-6,-8,21.42857142857143,42.99777457782432,1,34.399999999998876
-20,-6,-6,-6,-2,-10,18.75,49.78836904241364,1,17.06666666666523
-25,-6,-6,-6,-7,-8,21.42857142857143,47.342151289899434,1,48.6999999999993
-4,-2,-1,-1,0,-2,37.5,39.4388327721661,1,13.971428571428746
-2,-1,-1,0,0,-1,42.857142857142854,37.17795236313754,1,14.315384615386506
-13,-3,-2,-5,-3,-1,45.45454545454546,42.85467847196242,1,19.299999999999873
-12,-3,-2,-4,-3,-1,45.45454545454546,44.96217317204972,1,31.771428571427673
-12,-3,-2,-4,-3,-1,45.45454545454546,46.01550484266534,1,36.95714285714358
-12,-5,-3,-3,-1,-3,33.33333333333333,44.78509373571102,1,47.36363636363761
-10,-5,-1,-3,-1,-3,33.33333333333333,41.28528079145363,1,50.70909090909126
-4,-1,-2,0,-1,-2,39.99999999999999,34.14026095060578,1,18.799999999998818
-2,-1,-1,0,0,-1,45.45454545454546,35.925823943065325,1,31.29999999999855
-4,-1,-2,0,-1,-1,42.857142857142854,34.53444039650936,1,34.999999999998366
-4,-1,-2,0,-1,-3,33.33333333333333,32.34389561975769,1,7.3499999999993015
-13,-1,-5,-3,-4,-1,44.44444444444444,45.07119054831869,1,11.885714285713167
-10,-3,-4,-1,-2,-1,45.45454545454546,56.48482792648329,1,25.557142857142168
-9,-3,-4,-1,-1,-1,45.45454545454546,57.47039595411373,1,24.500000000000632
-8,-3,-4,-1,0,-1,45.45454545454546,55.255872978396894,1,25.9636363636373
-5,-2,0,-3,0,-1,42.857142857142854,35.38897759180752,1,4.3333333333350765
-9,-3,-2,-2,-2,-1,44.44444444444444,39.00999316057451,1,27.357142857142858
-13,-3,-5,-1,-4,-2,39.99999999999999,46.96030805687204,1,43.29999999999945
-22,-6,-6,-6,-4,-5,14.285714285714292,30.196002862963166,1,26.881818181818673
-7,-4,0,-3,0,-1,42.857142857142854,40.26262181357705,1,27.690909090909432
-14,-5,-4,-1,-4,-1,45.45454545454546,54.09460959664487,1,72.46363636363773
-23,-6,-6,-6,-5,-3,33.33333333333333,32.49160380994329,1,59.33636363636418
-20,-6,-4,-5,-5,-3,33.33333333333333,34.85217199801795,1,61.990909090909874
-17,-5,-4,-3,-5,-2,37.5,37.92930683257171,1,55.899999999999835
-12,-5,-4,-3,0,-2,37.5,39.50421185927435,1,50.09999999999959
-12,-5,-4,-3,0,-2,37.5,39.795463304520176,1,50.69999999999908
-12,-3,-4,-1,-4,-1,42.857142857142854,44.03620318254465,1,46.353846153845964
-11,-3,-2,-2,-4,-1,42.857142857142854,43.13216593704398,1,48.99999999999905
-10,-3,-4,0,-3,-2,37.5,46.213953165172676,1,32.40000000000131
-8,-2,-4,0,-2,-1,42.857142857142854,51.115341229554424,1,42.80000000000284
-9,-2,-2,-3,-2,-1,42.857142857142854,49.687062665215365,1,22.03333333333335
-10,-3,-2,-3,-2,-1,42.857142857142854,47.80049758979941,1,18.400000000000638
-5,-2,-2,-1,0,-1,42.857142857142854,46.55457938112269,1,10.430769230771464
-3,-1,-1,-1,0,-1,42.857142857142854,49.89776084590266,1,8.885714285713497
-15,-4,-2,-5,-4,-2,37.5,41.96754916267111,1,42.52727272727297
-10,-3,-3,-2,-2,-2,37.5,41.08186907168403,1,9.200000000000319
-9,-3,-2,-2,-2,-3,28.57142857142857,42.52099206966257,1,17.299999999997873
-7,-3,-2,-2,0,-2,37.5,44.47714196858964,1,32.999999999998586
-17,-4,-4,-5,-4,-5,0.0,43.770208236311625,1,9.600000000000719
-23,-5,-4,-6,-8,-7,18.181818181818187,47.10822122571002,1,2.9636363636376117
-28,-5,-7,-8,-8,-7,18.181818181818187,44.862810841017044,1,10.109090909091734
-23,-5,-4,-6,-8,-7,18.181818181818187,46.064872944693576,1,33.09999999999924
-25,-4,-8,-7,-6,-5,22.222222222222214,43.960044705224924,1,38.76666666666529
-22,-7,-5,-7,-3,-6,12.5,38.75048896339759,1,44.43333333333577
-22,-7,-5,-7,-3,-8,10.0,36.79687063425538,1,24.66666666666617
-18,-6,-4,-5,-3,-8,10.0,38.30623079072367,1,15.190909090909699
-11,-4,-4,-3,0,-1,44.44444444444444,39.6059173776932,1,44.69999999999974
-25,-6,-8,-7,-4,-5,22.222222222222214,41.71640122939368,1,65.61428571428607
-22,-6,-6,-7,-3,-6,12.5,40.180497345627266,1,63.10000000000038
-22,-6,-7,-5,-4,-7,23.07692307692308,29.61043941995105,1,28.200000000000447
-19,-6,-5,-5,-3,-9,20.0,32.443192280779286,1,7.200000000000539
-18,-6,-4,-5,-3,-9,20.0,34.95341214598755,1,6.299999999999084
-25,-4,-8,-6,-7,-7,11.111111111111114,27.33992037111444,1,31.166666666664344
-27,-7,-8,-6,-6,-5,27.272727272727266,28.181137451145123,1,67.09999999999994
-15,-6,-3,-5,-1,-9,20.0,35.40621662431408,1,16.20000000000177
-13,-6,-1,-5,-1,-9,20.0,35.71410157257025,1,15.800000000001369
-15,-4,-3,-4,-4,-1,44.44444444444444,54.863999471842604,1,21.827272727272806
-12,-4,-3,-4,-1,-1,44.44444444444444,51.288751926040064,1,11.318181818182893
-12,-4,-2,-5,-1,-1,44.44444444444444,49.27550077041602,1,24.454545454546395
-10,-4,-1,-4,-1,-1,44.44444444444444,46.241602465331276,1,29.590909090908557
-10,-4,-1,-4,-1,-3,28.57142857142857,43.60462249614792,1,36.627272727272064
-23,-5,-6,-5,-7,-7,26.66666666666667,38.977125941872984,1,9.176923076923416
-19,-5,-5,-7,-2,-7,26.66666666666667,39.64006996770721,1,7.123076923076788
-23,-6,-6,-5,-6,-7,26.66666666666667,32.18743272335845,1,16.599999999997728
-19,-5,-6,-7,-1,-6,28.57142857142857,40.059337997847145,1,31.89999999999804
-14,-7,-1,-6,0,-6,25.0,36.92699085729429,1,38.60769230769057
-14,-7,-1,-6,0,-6,25.0,35.41142175698953,1,41.892307692308336
-24,-6,-6,-5,-7,-7,26.66666666666667,34.04023143164693,1,32.00000000000092
-24,-6,-6,-5,-7,-7,26.66666666666667,35.72631862217438,1,48.39999999999955
-15,-5,-2,-7,-1,-6,28.57142857142857,39.53703458327812,1,41.05000000000025
-13,-5,-1,-7,0,-5,30.769230769230774,38.30926195839407,1,56.100000000001145
-14,-2,-5,-4,-3,-3,28.57142857142857,31.74727507129742,1,3.0222222222220374
-9,-3,-1,-3,-2,-1,39.99999999999999,56.172673267326736,1,42.19999999999891
-11,-1,-2,-3,-5,-1,45.45454545454546,41.73537721042168,1,11.866666666666692
-13,-3,-2,-3,-5,-1,45.45454545454546,45.94391931140096,1,27.999999999999137
-12,-3,-2,-3,-4,-2,41.66666666666667,47.12018799176216,1,22.87142857142932
-12,-3,-4,-3,-2,-2,41.66666666666667,48.610718214678606,1,12.599999999998168
-1,0,0,-1,0,-1,42.857142857142854,39.07408383865014,1,1.7000000000000348
-1,-1,0,0,0,-1,42.857142857142854,36.36409174795676,1,20.099999999998452
-1,-1,0,0,0,-1,42.857142857142854,34.01845504877406,1,17.399999999998528
-15,-3,-5,-3,-4,-2,41.66666666666667,48.68907429899139,1,17.35714285714396
0,0,0,0,0,-1,42.857142857142854,35.48642235697337,1,5.399999999999849
-11,-4,-7,0,0,-2,43.75,43.99525469688166,1,34.94285714285894
-20,-6,-6,-5,-3,-3,39.99999999999999,41.693282945263924,1,29.914285714285338
-16,-4,-5,-4,-3,-4,37.5,38.18493879723257,1,11.142857142858453
-11,-4,-3,-4,0,-4,37.5,45.85706565793029,1,7.199999999998319
-20,-2,-7,-4,-7,-2,42.857142857142854,44.92195747247776,1,42.23333333333468
-12,-5,-6,0,-1,-6,31.25,42.852714432044856,1,19.02857142857206
-16,-5,-7,-1,-3,-2,42.857142857142854,46.65849796410798,1,70.47272727272569
-15,-5,-7,-1,-2,-3,38.46153846153846,48.56695822651184,1,71.29999999999859
-14,-5,-7,0,-2,-5,33.33333333333333,35.09053311141373,1,39.87692307692248
-21,-6,-3,-6,-6,-4,35.71428571428572,39.679727879135925,1,3.9272727272732233
-22,-6,-4,-6,-6,-3,39.99999999999999,40.265273667005346,1,19.58181818181748
-22,-6,-6,-7,-3,-3,39.99999999999999,39.551177276140834,1,45.43636363636416
-19,-6,-6,-6,-1,-5,33.33333333333333,37.19791376358641,1,34.99090909091063
-14,-6,-2,-5,-1,-7,29.411764705882362,42.341203259827424,1,19.400000000000528
-16,-5,-2,-6,-3,-5,35.294117647058826,42.952571122730454,1,72.23333333333137
-17,-6,-2,-6,-3,-3,39.99999999999999,40.41335584009222,1,47.442857142856454
-18,-4,-6,-1,-7,-2,43.75,46.1542868529866,1,103.5666666666657
-17,-4,-6,0,-7,-2,43.75,47.630648134309766,1,93.24285714285674
-2,-1,-1,0,0,-2,39.99999999999999,44.37404240597045,1,40.91538461538535
-7,-2,-2,-2,-1,-5,14.285714285714292,39.737063213562,1,13.300000000000534
-4,-2,-1,-1,0,-4,25.0,43.168585973409776,1,33.799999999999386
-20,-6,-7,0,-7,-2,43.75,46.947753244237845,1,103.50000000000081
-17,-6,-7,0,-4,-2,43.75,45.8064594228162,1,106.56666666666759
-31,-7,-6,-9,-9,-7,26.66666666666667,46.58180656156796,1,45.199999999998575
-29,-10,-7,-10,-2,-11,7.692307692307679,38.16352824578791,1,29.257142857144203
-23,-8,-4,-9,-2,-10,8.333333333333329,35.05213082259663,1,39.476923076924294
-17,-6,-3,-6,-2,-8,10.0,39.16720209558642,1,34.800000000001496
-14,-5,-2,-5,-2,-8,10.0,38.0890129985667,1,29.400000000001647
-13,-5,-2,-5,-1,-8,10.0,37.80457668165867,1,29.300000000000992
-10,-4,0,-5,-1,-4,30.0,43.25873079799781,1,9.011111111110193
-15,-5,-2,-5,-3,-3,36.36363636363636,40.550313560784765,1,50.799999999999734
-12,-4,-1,-4,-3,-7,29.411764705882362,53.441401530406765,1,5.542857142857294
-10,-3,-1,-3,-3,-7,29.411764705882362,54.07456417927623,1,0.5538461538456829
-18,-5,-4,-5,-4,-6,31.25,48.5895518094471,1,32.93333333333592
-12,-4,-1,-4,-3,-7,29.411764705882362,51.10149013290375,1,21.92727272727346
-33,-8,-7,-10,-8,-8,25.0,46.659352364720924,1,49.5000000000001
-32,-8,-7,-10,-7,-7,26.66666666666667,43.55718533201189,1,69.09999999999971
-19,-5,-4,-5,-5,-6,20.0,41.18002416431736,1,42.45000000000054
-33,-8,-8,-10,-7,-8,25.0,42.02636273538157,1,67.50000000000034
-29,-9,-7,-10,-3,-9,20.0,39.471357779980174,1,70.00000000000117
-3,0,-1,-1,-1,-1,39.99999999999999,39.340194396798175,1,7.399999999999629
-5,-2,-3,0,0,-1,42.857142857142854,37.17991027690404,1,33.499999999999645
-13,-2,-3,-3,-5,-2,37.5,35.91319976740498,1,7.0000000000014495
-11,-3,-2,-3,-3,-1,44.44444444444444,39.51498652006132,1,28.999999999999027
-8,-3,-1,-1,-3,-1,45.45454545454546,46.155045726066504,1,35.799999999999166
-8,-3,-3,-1,-1,-2,39.99999999999999,47.91536713009462,1,46.099999999997806
-7,-3,-3,-1,0,-2,39.99999999999999,48.4091029232965,1,44.399999999997775
-14,-3,-3,-3,-5,-2,37.5,37.6280594174552,1,31.67142857142702
-5,-3,-1,-1,0,-2,39.99999999999999,48.70063963630597,1,53.59999999999809
-4,-2,-1,0,-1,-2,33.33333333333333,37.17381360777587,1,40.83333333333439
-21,-4,-6,-5,-6,-3,38.46153846153846,32.02733807854386,1,19.99090909091006
-21,-4,-6,-5,-6,-3,38.46153846153846,33.77332766741032,1,17.127272727273102
-20,-4,-6,-4,-6,-3,38.46153846153846,34.4373030206452,1,27.244444444445293
-17,-4,-5,-5,-3,-1,46.666666666666664,35.558624597188285,1,55.144444444445995
-16,-5,-6,-3,-2,-1,46.666666666666664,38.06933673288714,1,50.609090909090604
-10,-5,-2,-3,0,-1,46.666666666666664,45.37509582740116,1,55.266666666666794
-7,-4,-1,-2,0,-3,28.57142857142857,32.82932243580042,1,39.442857142857335
-6,-4,-1,-1,0,-3,28.57142857142857,31.27844205640482,1,39.342857142858904
-28,-6,-8,-7,-7,-5,14.285714285714292,35.42760977102351,1,20.690909090910203
-27,-6,-7,-7,-7,-5,14.285714285714292,34.88219695037993,1,32.2
-12,-5,-3,-3,-1,-1,46.666666666666664,43.557295659475045,1,75.70000000000077
-23,-5,-6,-6,-6,-6,12.5,43.82359349806075,1,40.95555555555741
-23,-6,-5,-6,-6,-7,11.111111111111114,39.74550050115484,1,33.09090909090928
-22,-7,-5,-7,-3,-5,14.285714285714292,39.90588554380255,1,57.772727272729085
-16,-6,-3,-6,-1,-5,14.285714285714292,36.390696735785276,1,54.10000000000137
-22,-5,-6,-5,-6,-6,12.5,46.24776085982983,1,44.90000000000105
-26,-7,-6,-7,-6,-5,14.285714285714292,35.607119179968386,1,57.40000000000079
-20,-6,-5,-6,-3,-5,14.285714285714292,37.44325427186942,1,58.59999999999977
-16,-6,-3,-6,-1,-4,25.0,34.80651833913526,1,75.70000000000077
-25,-7,-6,-7,-5,-5,14.285714285714292,39.77461350691619,1,64.49999999999845
-14,-3,-4,-3,-4,-1,46.15384615384615,44.814580941446614,1,13.945454545454261
-14,-4,-4,-3,-3,-1,46.15384615384615,42.11653272101033,1,0.5999999999994898
-8,-3,0,-4,-1,-1,46.15384615384615,49.77810823419641,1,3.1454545454545624
-8,-3,0,-5,0,-1,46.15384615384615,49.63144390016328,1,18.499999999996852
-13,-5,-1,-5,-2,-8,27.77777777777777,44.98641738574625,1,229.1333333333312
-12,-3,-4,-3,-2,-1,46.15384615384615,41.48823191733639,1,24.499999999998412
0,0,0,0,0,-2,25.0,39.80033048746902,1,0.20000000000131024
-22,-4,-4,-7,-7,-7,29.411764705882362,44.41565540614409,1,7.366666666666077
-4,-1,-1,-1,-1,-1,39.99999999999999,34.427768226383535,1,16.257142857143414
-4,-1,-1,-1,-1,-1,39.99999999999999,36.40769480972074,1,18.285714285712906
-2,0,0,0,-2,-2,39.99999999999999,46.78675496688742,1,7.999999999999119
-2,0,0,0,-2,-2,39.99999999999999,46.70933506606021,1,6.099999999999994
-34,-6,-8,-9,-11,-6,35.0,57.35138336020002,1,5.800000000000249
-36,-7,-10,-9,-10,-9,23.529411764705884,56.324801789650294,1,7.977777777778972
-32,-8,-8,-8,-8,-8,21.42857142857143,43.4942593019048,1,5.576923076924256
-26,-7,-6,-7,-6,-7,23.07692307692308,43.34588939697996,1,9.909090909090423
-25,-7,-5,-7,-6,-7,23.07692307692308,46.613317103661544,1,7.572727272728841
-23,-6,-3,-8,-6,-7,23.07692307692308,45.51814323781952,1,15.600000000000058
-26,-6,-6,-10,-4,-7,23.07692307692308,45.03207553376978,1,4.900000000001015
-22,-5,-6,-8,-3,-6,25.0,41.62575352681623,1,28.285714285714025
-20,-5,-4,-8,-3,-7,23.07692307692308,38.980485985954886,1,18.02857142857217
-21,-6,-3,-8,-4,-6,25.0,36.9259213224784,1,25.500000000000522
-23,-8,-3,-8,-4,-7,18.181818181818187,35.12506991485924,1,26.881818181816453
-17,-4,-3,-4,-6,-2,37.5,40.674241734219876,1,7.154545454546302
-16,-4,-4,-5,-3,-2,37.5,40.44835595227252,1,8.39090909090956
-11,-2,-3,-4,-2,-4,25.0,39.398047972008655,1,8.23333333333398
-24,-8,-3,-8,-5,-9,9.090909090909093,32.55624262009819,1,19.55454545454538
-36,-8,-8,-9,-11,-11,7.692307692307679,31.02422080360496,1,6.6000000000010495
-37,-8,-7,-10,-12,-12,0.0,36.44654002713704,1,19.700000000000273
-39,-9,-10,-12,-8,-11,0.0,40.025373134328355,1,23.93636363636542
-35,-8,-10,-12,-5,-10,8.333333333333329,40.059972862957935,1,43.50000000000076
-38,-8,-8,-10,-12,-11,0.0,38.893758480325644,1,34.1888888888886
-25,-7,-5,-6,-7,-9,15.384615384615387,36.43975576662143,1,24.199999999998667
-31,-8,-7,-11,-5,-9,9.090909090909093,39.473541383989144,1,81.98571428571499
-30,-9,-5,-11,-5,-11,7.692307692307679,38.36540027137042,1,64.20000000000093
-31,-10,-5,-11,-5,-10,14.285714285714292,37.807055630936226,1,70.60000000000066
-10,-3,-4,-3,0,-2,37.5,43.937100262273965,1,13.299999999998313
-11,-3,-4,-3,-1,-2,37.5,40.346009389671366,1,2.4636363636365566
-6,-3,0,-3,0,-3,28.57142857142857,38.82214485362624,1,2.4000000000001798
-12,-3,-4,-3,-2,-2,37.5,44.311415819261036,1,52.39999999999911
-21,-6,-5,-6,-4,-6,20.0,34.38474159146842,1,12.836363636363757
-20,-6,-4,-6,-4,-4,33.33333333333333,39.31695522645827,1,14.414285714288155
-16,-5,-3,-5,-3,-3,36.36363636363636,41.33003756314494,1,7.800000000000029
-15,-5,-2,-5,-3,-3,36.36363636363636,41.500366996243685,1,7.966666666667788
-6,0,-2,-2,-2,-1,44.44444444444444,29.9304865938431,1,2.4000000000001798
-22,-6,-5,-6,-5,-5,22.222222222222214,35.34747112704102,1,45.100000000000136
-21,-4,-4,-7,-6,-6,28.57142857142857,34.157737386565074,1,18.800000000001038
-21,-6,-5,-6,-4,-5,22.222222222222214,47.818236173393124,1,54.400000000001114
-13,-6,-4,-2,-1,-3,41.17647058823529,42.5979481379756,1,48.39230769230652
-23,-4,-5,-7,-7,-5,14.285714285714292,52.487019308778194,1,4.842857142857149
-31,-10,-5,-11,-5,-12,12.5,37.15807327001357,1,54.400000000001114
-21,-4,-5,-6,-6,-6,28.57142857142857,33.63203428843559,1,21.800000000000708
-12,-6,-3,-2,-1,-3,41.17647058823529,46.41045318684869,1,53.70769230768957
-28,-5,-7,-9,-7,-5,14.285714285714292,49.16720752880091,1,7.699999999999374
-31,-6,-7,-9,-9,-8,0.0,43.88176053711302,1,8.900000000000574
-22,-5,-5,-6,-6,-3,39.99999999999999,31.371801994867322,1,73.88571428571522
-17,-6,-5,-2,-4,-1,47.05882352941176,40.887591889490274,1,99.43333333333415
-18,-5,-4,-6,-3,-5,14.285714285714292,56.485722896104875,1,11.709090909091113
-15,-4,-2,-6,-3,-4,16.666666666666657,53.16431854139984,1,21.544444444443478
-12,-3,-2,-4,-3,-3,20.0,48.2012355910495,1,6.945454545452812
-17,-6,-6,-2,-3,-2,44.44444444444444,40.833467969949105,1,93.69999999999878
-26,-8,-5,-9,-4,-7,11.111111111111114,57.071498530852104,1,12.566666666666837
-25,-8,-5,-9,-3,-7,11.111111111111114,57.74617644842914,1,18.23333333333288
-16,-5,-2,-6,-3,-4,16.666666666666657,50.71385519475628,1,20.23333333333266
-10,-2,-3,-2,-3,-2,25.0,45.35598583590749,1,5.399999999999849
-21,-5,-6,-4,-6,-1,47.05882352941176,42.53776557072461,1,117.73333333333413
-30,-7,-8,-8,-7,-7,11.111111111111114,46.33420365535248,1,48.07777777777966
-30,-8,-8,-8,-6,-7,11.111111111111114,48.471092875792614,1,57.000000000000384
-27,-8,-5,-8,-6,-7,11.111111111111114,53.753861222029684,1,54.30000000000046
-14,-2,-4,-4,-4,-5,14.285714285714292,38.71524932232238,1,4.163636363636591
-12,-2,-4,-3,-3,-5,14.285714285714292,38.427787934186476,1,15.733333333334265
-11,-4,-3,-2,-2,-4,25.0,46.14826955809115,1,23.142857142859352
-13,-4,-4,-3,-2,-5,14.285714285714292,38.90625984996532,1,15.918181818181942
-25,-8,-4,-8,-5,-7,11.111111111111114,56.29737060197394,1,73.80000000000165
-13,-4,-4,-3,-2,-4,25.0,39.9902288343945,1,33.55454545454606
-13,-4,-4,-3,-2,-4,25.0,43.435352707558465,1,45.790909090910326
-6,-3,-2,-1,0,-2,39.99999999999999,46.166230005515715,1,11.257142857143965
-4,-1,-1,-1,-1,-1,42.857142857142854,37.11748022092849,1,10.877777777777986
-3,-1,-2,0,0,-3,20.0,37.646803900325025,1,17.18571428571458
-11,-3,-2,-4,-2,-3,28.57142857142857,49.92862894370836,1,24.399999999997757
-9,-3,-2,-3,-1,-3,28.57142857142857,44.98085951607079,1,32.54545454545621
-5,-2,-2,-1,0,-2,33.33333333333333,41.18454315637414,1,38.000000000000256
-4,-2,-2,0,0,-2,33.33333333333333,39.32358252076562,1,17.26666666666654
-10,-3,0,-4,-3,-2,37.5,43.01808066759388,1,30.371428571427384
-11,-3,-2,-4,-2,-3,28.57142857142857,49.56774760266452,1,33.53333333333319
